Country,State,District,Year,"Climate Vulnerability Index (UOM:Ratio), Scaling Factor:1","Marginal And Small Landholding (%) (UOM:%(Percentage)), Scaling Factor:1","Area Covered Under Crop Insurance (%) (UOM:%(Percentage)), Scaling Factor:1","Proportion Of The Area Under Rainfed Agriculture (UOM:Ratio), Scaling Factor:1","Total Area Of Forest Per 100 Rural Population (UOM:Ratio), Scaling Factor:1","Women Participation In The Workforce (%) (UOM:%(Percentage)), Scaling Factor:1","Average Days Of Employment Provided Per Household Under Mgnrega In A Year (%) (UOM:%(Percentage)), Scaling Factor:1","Road Density (UOM:Ratio), Scaling Factor:1","Functional Health Centres Per Thousand Population (UOM:Number), Scaling Factor:1","Infant Mortality Rate(Imr) (UOM:Ratio), Scaling Factor:1","Households With Electricity (%) (UOM:%(Percentage)), Scaling Factor:1","Households With The Improved Drinking Water Source (%) (UOM:%(Percentage)), Scaling Factor:1","Yield Variability Of Food Grains (UOM:Ratio), Scaling Factor:1","Per Capita Income (UOM:INR(IndianRupees)), Scaling Factor:1","Livestock Per Population (%) (UOM:%(Percentage)), Scaling Factor:1","Area Under Forest Cover (%) (UOM:%(Percentage)), Scaling Factor:1","Value Of Output Of Total Horticulture Against Value Of Agricultural Output (UOM:Ratio), Scaling Factor:1","Unirrigated Area (%) (UOM:%(Percentage)), Scaling Factor:1","Quantity Ground Water Extracted Per 1000 Hectare (UOM:Number), Scaling Factor:1","Rural Households Having Kisan Credit Card (%) (UOM:%(Percentage)), Scaling Factor:1","Self Help Groups Per 1000 Population (UOM:Number), Scaling Factor:1","Doctors Per 1000 Population (UOM:Number), Scaling Factor:1","Population Below Poverty Line (%) (UOM:%(Percentage)), Scaling Factor:1","Proportion Of Income Generated From Tertiary Sector (UOM:Ratio), Scaling Factor:1","Forest Area Per 1,000 Rural Population (UOM:Number), Scaling Factor:1","Share Of Horticulture In Agriculture (UOM:Ratio), Scaling Factor:1","Proportion Of Net Irrigated Area (UOM:Ratio), Scaling Factor:1","Availability Of Ground Water (UOM:L(Litre)), Scaling Factor:1","Population In Multi- Hazard Areas (%) (UOM:%(Percentage)), Scaling Factor:1","Rural Banks Per 1000 Rural Population (UOM:Number), Scaling Factor:1","Vector Borne Diseases Per 1,000 Population (UOM:Number), Scaling Factor:1","Water Borne Diseases Per 1,000 Population (UOM:Number), Scaling Factor:1","Agricultural Labourers (%) (UOM:%(Percentage)), Scaling Factor:1","Value Of Agricultural Output To Value Of Horticulture Output (UOM:Ratio), Scaling Factor:1","Net Irrigated Area To Net Sown Area (UOM:Ratio), Scaling Factor:1","Length Of Roads Per 100 Sqkm (UOM:Ratio), Scaling Factor:1","Households Availing Banking Services (%) (UOM:%(Percentage)), Scaling Factor:1","Share Of Area Insured Under National Institute Of Advanced Studies (UOM:Ratio), Scaling Factor:1","Net Sown Area Under Horticulture (%) (UOM:%(Percentage)), Scaling Factor:1","Households With Improved Sanitation Facility (%) (UOM:%(Percentage)), Scaling Factor:1","Female Literacy Rate (%) (UOM:%(Percentage)), Scaling Factor:1","Net Area Under Agriculture To Total Geographical Area (%) (UOM:%(Percentage)), Scaling Factor:1","Net Un- Irrigated Area To Net Sown Area (%) (UOM:%(Percentage)), Scaling Factor:1","Households With Monthly Income Of Highest Earning Household Members In A Rural Area Less Than Rs 5,000/- (%) (UOM:%(Percentage)), Scaling Factor:1","Rural Households With No Land Ownership (%) (UOM:%(Percentage)), Scaling Factor:1","Net Irrigated By Net Sown (%) (UOM:%(Percentage)), Scaling Factor:1","Drainage Density (UOM:Ratio), Scaling Factor:1","Natural Resource Management Works Per 1,000 Hectares (UOM:Number), Scaling Factor:1","Anganwadi Centres Per 1000 Hectares (UOM:Number), Scaling Factor:1","Percentage Of Agricultural Area Under Slopes Greater Than 45 Degree (UOM:%(Percentage)), Scaling Factor:1","Total Crop Produced In Both Agricultural And Horticultural Crops (%) (UOM:%(Percentage)), Scaling Factor:1","Main And Local Markets Per Geographical Area (%) (UOM:%(Percentage)), Scaling Factor:1","Water Scarcity (UOM:Number), Scaling Factor:1","Soil Fertility (UOM:Ratio), Scaling Factor:1","Crop Diversification Index (UOM:Ratio), Scaling Factor:1","Road Connectivity (%) (UOM:%(Percentage)), Scaling Factor:1","Access To Market (UOM:Ratio), Scaling Factor:1","Income Diversification Within Agriculture Sector (UOM:INR(IndianRupees)), Scaling Factor:1","Water Availability (UOM:L(Litre)), Scaling Factor:1","Area Under Water Bodies (%) (UOM:%(Percentage)), Scaling Factor:1","Fair Price Shops Per 1000 Population (UOM:Number), Scaling Factor:1","Total Female Workforce (UOM:Number), Scaling Factor:1","Stage Of Groundwater Development (%) (UOM:%(Percentage)), Scaling Factor:1","Cropping Intensity (UOM:Ratio), Scaling Factor:1","Proportion Of Area Under Commercial Crops To Set Sown Area (UOM:Ratio), Scaling Factor:1","Variability Of Crop, Livestock, And Fish Yield (UOM:Ratio), Scaling Factor:1","Available Water Resources Under Fish Culture (%) (UOM:%(Percentage)), Scaling Factor:1","Degree Of Forest Dependence By Rural Tribal Communities (UOM:Ratio), Scaling Factor:1","Approved Minor Forest Produce (Mfp) Microenterprises (UOM:Number), Scaling Factor:1","Dependency Ratio Of Rural Households Below The Poverty Line (UOM:Ratio), Scaling Factor:1","Establishments By Oae, Estt, Micro, Small And Medium (UOM:Number), Scaling Factor:1","Functional Health Care Facilities Per 10,000 Population (UOM:PerTenThousand(10000)), Scaling Factor:1","Households With Any Usual Member Covered By A Health Scheme Or Health Insurance (UOM:Number), Scaling Factor:1"
India,Madhya Pradesh,Katni,"Calendar Year (Jan - Dec), 2021",0.599,0.83,,,,36,44.05,,,68,,,0.95,,431,,,,,,,0.06,42.8,,1.32,,,21.3,,,0.18,792,41.17,0.000657,57.65,7.76,50.4,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Khandwa (East Nimar),"Calendar Year (Jan - Dec), 2021",0.527,0.62,,,1.99,40,38.07,,,68,,,0.89,,506,,,,,,,0.06,41.2,,,,,12.6,,,0.04,393,50.02,0.000725,,6.83,49.3,1.2,81.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Khargone (West Nimar),"Calendar Year (Jan - Dec), 2021",0.507,0.66,,,0.83,42,46.06,,,56,,,0.05,,617,,,,,,,0.04,29.8,,,,,5.3,,,0.04,359,47.61,0.000268,,2.56,36.6,1,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Mandla,"Calendar Year (Jan - Dec), 2021",0.643,0.76,,,2.79,46,44.76,,,70,,,0.59,,578,,,,,,,0.06,67.6,,,,,31.9,,,0.17,1915,56.98,0.00006,,4.37,77.5,0.6,22.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Mandsaur,"Calendar Year (Jan - Dec), 2021",0.589,0.74,,,0.23,41,55.4,,,62,,,0.73,,490,,,,,,,0.05,21.5,,,,,19.1,,,0.05,529,39.19,0.000426,,8.75,39,4.1,68.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Morena,"Calendar Year (Jan - Dec), 2021",0.585,0.83,,,0.49,22,54.69,,,60,,,0.48,,437,,,,,,,0.03,26.8,,,,,10.2,,,0.24,696,21.93,0.000132,,7.97,35.5,0.3,80.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Narmadapuram,"Calendar Year (Jan - Dec), 2021",0.485,0.62,,,,28,44.12,,,63,,,0.79,,376,,,,,,,0.02,36.6,,2.85,,,18,,,0.09,876,38.06,0.000067,68.61,6.52,49.9,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Narsimhapur,"Calendar Year (Jan - Dec), 2021",0.5,0.68,,,1.51,32,43.72,,,67,,,1.05,,398,,,,,,,0.04,16.2,,,,,42.1,,,0.09,630,53.97,0.000172,,3.5,39.5,1.8,90.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Neemuch,"Calendar Year (Jan - Dec), 2021",0.57,0.76,,,1.37,41,50.91,,,56,,,0.74,,617,,,,,,,0.04,20.1,,,,,34.5,,,0.19,268,32.56,0.000436,,8.95,42.2,1.8,67.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Panna,"Calendar Year (Jan - Dec), 2021",0.615,0.76,,,3.08,36,45.21,,,90,,,0.67,,677,,,,,,,0.04,38.8,,,,,32.5,,,0.31,1256,46.03,0.000115,,1.86,44.5,0.7,41.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Raisen,"Calendar Year (Jan - Dec), 2021",0.485,0.61,,,2.6,28,47.82,,,74,,,0.83,,485,,,,,,,0.02,24.3,,,,,31.4,,,0.2,1294,52.4,0.000112,,5.12,35.2,5,93.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Rajgarh,"Calendar Year (Jan - Dec), 2021",0.555,0.7,,,0.14,42,49.25,,,61,,,0.99,,528,,,,,,,0.04,20.2,,,,,18.5,,,0.11,384,44.37,0.000236,,5.21,36.2,5.6,79.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Ratlam,"Calendar Year (Jan - Dec), 2021",0.56,0.71,,,0.06,40,49.17,,,66,,,0.95,,481,,,,,,,0.05,38.2,,,,,13.1,,,0.19,292,44.28,0.000519,,3.18,46,1.9,59.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Rewa,"Calendar Year (Jan - Dec), 2021",0.636,0.8,,,0.4,38,45.5,,,70,,,0.7,,465,,,,,,,0.1,52.7,,,,,11.9,,,0.3,1067,46.73,0.000132,,6.52,42.6,1.5,34.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Sagar,"Calendar Year (Jan - Dec), 2021",0.577,0.74,,,1.67,32,47.13,,,70,,,0.73,,426,,,,,,,0.03,25.5,,,,,17.1,,,0.13,2019,37.63,0.00065,,6.94,38.6,4.1,61.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Satna,"Calendar Year (Jan - Dec), 2021",0.628,0.8,,,1,35,44.8,,,87,,,0.74,,449,,,,,,,0.01,61.8,,,,,12.5,,,0.35,687,40.77,0.000249,,7.07,53.5,1.3,51.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Sehore,"Calendar Year (Jan - Dec), 2021",0.51,0.6,,,1.28,38,50.07,,,67,,,0.99,,523,,,,,,,0.03,24.9,,,,,27.7,,,0.11,481,38.74,0.000148,,2.91,52.4,6.5,81.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Seoni,"Calendar Year (Jan - Dec), 2021",0.582,0.72,,,2.53,42,40.27,,,70,,,0.41,,493,,,,,,,0.05,38.6,,,,,20.3,,,0.07,1072,54.91,0.000117,,2.9,53.6,2.4,48.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Shahdol,"Calendar Year (Jan - Dec), 2021",0.637,0.75,,,2.33,41,42.45,,,73,,,0.94,,648,,,,,,,0.06,70.4,,,,,48.2,,,0.16,496,52.53,0.000506,,4.23,62.2,0.3,15.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Shajapur,"Calendar Year (Jan - Dec), 2021",0.469,0.69,,,0.05,40,53.09,,,60,,,0.84,,551,,,,,,,0.03,5,,,,,17.1,,,0.03,200,42.23,0.000882,,4.91,38.6,6.6,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Sheopur,"Calendar Year (Jan - Dec), 2021",0.462,0.72,,,5.96,34,50.07,,,71,,,0.53,,864,,,,,,,0.06,47.2,,,,,41.1,,,4.25,1499,41.54,0.000157,,2.99,52.4,6.5,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Shivpuri,"Calendar Year (Jan - Dec), 2021",0.615,0.71,,,1.78,37,51.62,,,70,,,0.53,,589,,,,,,,0.02,12.7,,,,,16.8,,,0.21,438,29.03,0.000336,,2.93,37.2,1.3,56.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Sidhi,"Calendar Year (Jan - Dec), 2021",0.617,0.77,,,1.91,38,44.9,,,71,,,0.72,,740,,,,,,,0.05,45.8,,,,,36.8,,,0.48,945,56.75,0.000374,,3.28,37.5,0.1,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Singrauli,"Calendar Year (Jan - Dec), 2021",0.634,0.76,,,2.29,39,40.43,,,71,,,0.94,,643,,,,,,,0.04,45.1,,,,,38.3,,,0.72,945,45.75,0.000289,,5.8,48,0.1,18.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Tikamgarh,"Calendar Year (Jan - Dec), 2021",0.622,0.71,,,0.32,39,63.42,,,65,,,0.92,,624,,,,,,,0.01,10,,,,,24.5,,,0.12,1410,34.16,0.000605,,8.47,37.3,0.4,48.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Ujjain,"Calendar Year (Jan - Dec), 2021",0.536,0.63,,,0.03,37,52.3,,,56,,,0.93,,392,,,,,,,0.05,7.8,,,,,11.1,,,0.01,500,33.65,0.000293,,8.63,48,6,74.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Umaria,"Calendar Year (Jan - Dec), 2021",0.629,0.75,,,3.79,39,41.34,,,64,,,0.93,,661,,,,,,,0.03,68.8,,,,,77.9,,,0.48,451,50.29,0.000041,,4.77,61.6,0.2,34.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Vidisha,"Calendar Year (Jan - Dec), 2021",0.51,0.56,,,0.7,27,49.39,,,68,,,0.9,,340,,,,,,,0.06,22.9,,,,,24.7,,,0.15,649,41.48,0.000143,,3.97,37.4,5.8,79.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Ahmednagar,"Calendar Year (Jan - Dec), 2021",0.575,0.78,0.44,0.71,0.01,0.41,37.65,0.08,0.15,42,,86.1,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,50.8,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Akola,"Calendar Year (Jan - Dec), 2021",0.566,0.74,0.52,0.94,0.03,0.32,31.37,0.29,0.12,53,,97.4,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,46.5,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Amravati,"Calendar Year (Jan - Dec), 2021",0.512,0.75,0.35,0.91,0.17,0.32,73.59,0.09,0.15,44,,95.8,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,64.5,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Beed,"Calendar Year (Jan - Dec), 2021",0.556,0.81,0.87,0.84,0.01,0.42,65.13,0.09,0.14,41,,86.1,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,39.7,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Bhandara,"Calendar Year (Jan - Dec), 2021",0.57,0.91,0.43,0.4,0.1,0.42,32.91,0.11,0.2,52,,85.9,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,67.3,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Buldhana,"Calendar Year (Jan - Dec), 2021",0.655,0.75,0.27,0.94,0.03,0.4,34.83,0.1,0.14,51,,86.8,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,45.7,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Chandrapur,"Calendar Year (Jan - Dec), 2021",0.571,0.5,0.18,0.76,0.28,0.39,37.37,0.12,0.19,55,,84,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,53.9,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Chhatrapati Sambhajinagar,"Calendar Year (Jan - Dec), 2021",1.244,0.94,0.86,0.75,0.03,0.36,49.8,0.14,0.13,60,,98.8,0.29,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,45.3,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Dharashiv,"Calendar Year (Jan - Dec), 2021",0.539,0.68,1.43,0.79,0,0.39,45.6,0.06,0.16,43,,89,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,27.3,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Dhule,"Calendar Year (Jan - Dec), 2021",0.63,0.71,0.18,0.8,0.02,0.39,38.72,0.07,0.14,54,,93.8,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,32,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Gadchiroli,"Calendar Year (Jan - Dec), 2021",0.512,0.73,0.2,0.62,1.04,0.45,30.4,0.02,0.41,62,,86.1,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,32.6,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Gondia,"Calendar Year (Jan - Dec), 2021",0.603,0.92,0.22,0.46,0.18,0.42,41.7,0.05,0.23,66,,78.8,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,55.4,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Hingoli,"Calendar Year (Jan - Dec), 2021",0.635,0.72,0.43,0.77,0.01,0.42,45.2,0.04,0.14,50,,86,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,40.3,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Jalgaon,"Calendar Year (Jan - Dec), 2021",0.547,0.72,0.21,0.75,0.04,0.36,31.36,0.13,0.13,51,,96,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,42.1,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Jalna,"Calendar Year (Jan - Dec), 2021",0.631,0.78,1.3,0.78,0,0.41,34.49,0.07,0.14,49,,72.6,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,34,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Kolhapur,"Calendar Year (Jan - Dec), 2021",0.593,0.93,0,0.69,0.07,0.34,25.14,0.22,0.14,37,,95.4,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,67,84.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Latur,"Calendar Year (Jan - Dec), 2021",0.548,0.74,1.17,0.4,0,0.36,39.81,0.14,0.13,54,,93,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,39.7,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Nagpur,"Calendar Year (Jan - Dec), 2021",0.501,0.68,0.13,0.73,0.14,0.29,49.32,0.42,0.09,48,,95.4,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,71.1,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Nanded,"Calendar Year (Jan - Dec), 2021",0.584,0.79,0.96,0.84,0.04,0.38,48.14,0.1,0.14,47,,88.3,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,43.8,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Nandurbar,"Calendar Year (Jan - Dec), 2021",0.656,0.65,0.08,0.78,0.09,0.44,28.75,0.06,0.22,55,,83.7,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,23.6,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Nashik,"Calendar Year (Jan - Dec), 2021",0.577,0.77,0.21,0.74,0.03,0.37,34.32,0.04,0.12,48,,89.7,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,52.8,82.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Palghar,"Calendar Year (Jan - Dec), 2021",,0.81,0.09,0.97,0.12,0.25,76.68,0.52,0.06,50,,92,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,64.7,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Parbhani,"Calendar Year (Jan - Dec), 2021",0.572,0.74,0.99,0.75,0,0.39,35.05,0.24,0.14,46,,89.9,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,34,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Pune,"Calendar Year (Jan - Dec), 2021",0.54,0.81,0.04,0.7,0.05,0.31,42.5,0.22,0.08,38,,95.3,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,63.5,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Raigad,"Calendar Year (Jan - Dec), 2021",0.553,0.87,0.03,0.93,0.18,0.3,35.02,0.08,0.14,47,,93.6,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,75.4,84.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Ratnagiri,"Calendar Year (Jan - Dec), 2021",0.533,0.83,0.06,0.97,0.31,0.43,35.24,0.05,0.28,27,,85,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,67.8,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Sangli,"Calendar Year (Jan - Dec), 2021",0.523,0.83,0.24,0.69,0.01,0.34,39.5,0.08,0.14,40,,95.8,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,68.8,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Satara,"Calendar Year (Jan - Dec), 2021",0.612,0.93,0.09,0.84,0.05,0.38,33.84,0.08,0.16,40,,93,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,63.8,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Sindhudurg,"Calendar Year (Jan - Dec), 2021",0.548,0.88,0.08,0.9,0.38,0.34,33.08,0.05,0.35,45,,75.1,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,77.6,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Solapur,"Calendar Year (Jan - Dec), 2021",0.508,0.67,0.43,0.73,0,0.36,37.29,0.13,0.13,42,,86.9,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,49.3,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Thane,"Calendar Year (Jan - Dec), 2021",0.583,0.81,0.09,0.97,0.12,0.25,76.68,0.52,0.06,50,,92,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,64.7,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Wardha,"Calendar Year (Jan - Dec), 2021",0.558,0.61,0.15,0.89,0.1,0.35,61.08,0.1,0.17,39,,93.7,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,56.9,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Washim,"Calendar Year (Jan - Dec), 2021",0.644,0.7,0.54,0.99,0.03,0.4,38.61,0.06,0.08,48,,88.1,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,41.5,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Maharashtra,Yavatmal,"Calendar Year (Jan - Dec), 2021",0.607,0.6,0.46,0.96,0.12,0.4,44.37,0.05,0.22,56,,80.8,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,43.7,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Manipur,Bishnupur,"Calendar Year (Jan - Dec), 2021",0.665,84.55,8.37,,,,21.37,,,,,,0.11,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,28.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Manipur,Chandel,"Calendar Year (Jan - Dec), 2021",0.585,65.36,0.08,,,,20.98,,,,,,0.11,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Manipur,Churachandpur,"Calendar Year (Jan - Dec), 2021",0.566,92.2,0.05,,,,20.39,,,,,,0.12,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Manipur,Imphal East,"Calendar Year (Jan - Dec), 2021",0.557,90.16,0.55,,,,20.62,,,,,,0.09,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,34.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Manipur,Imphal West,"Calendar Year (Jan - Dec), 2021",0.619,86.5,0.19,,,,22.14,,,,,,0.1,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,46.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Manipur,Senapati,"Calendar Year (Jan - Dec), 2021",0.579,83.58,0,,,,20.14,,,,,,0.1,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,66.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Manipur,Tamenglong,"Calendar Year (Jan - Dec), 2021",0.572,35.65,0,,,,19.74,,,,,,0.18,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,86.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Manipur,Thoubal,"Calendar Year (Jan - Dec), 2021",0.58,86.42,0.65,,,,24.18,,,,,,0.12,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,41.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Manipur,Ukhrul,"Calendar Year (Jan - Dec), 2021",0.621,97.56,0,,,,19.58,,,,,,0.14,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,70.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Meghalaya,East Garo Hills,"Calendar Year (Jan - Dec), 2021",0.08450000000000000000169,,,,,41.5900000000000000008318,76.3066666666666666681928,,,,,,,0.0866666666666666666684,0.4200000000000000000084,,,,,0.7500000000000000000150,,,,,,,,,,0.0433333333333333333342,,,,,,,,,,,,,,72.9266666666666666681252,79.3266666666666666682532,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Meghalaya,East Jaintia Hills,"Calendar Year (Jan - Dec), 2021",0.13850000000000000000000,,,,,37.6800000000000000000000,43.4325000000000000000000,,,,,,,0.1625000000000000000000,0.3425000000000000000000,,,,,0.3250000000000000000000,,,,,,,,,,0.0300000000000000000000,,,,,,,,,,,,,,49.3325000000000000000000,88.5700000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
